,source,author,title,description,url,urlToImage,publishedAt,content
77,"{'id': None, 'name': 'MarketBeat'}",MarketBeat Staff,MarketBeat Week in Review – 06/22 - 06/26,"SpaceX IPO buzz faded as AI volatility, hotter inflation, and a shortened trading week shifted investor focus toward earnings season",https://www.marketbeat.com/articles/marketbeat-week-in-review-06-22-06-26/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,https://s.yimg.com/lo/mysterio/api/F3E4BE73F8B34441FBED10C776B6CAE947277410BB12F6EBC915C7A944CFD264/subgraphmysterio/resizefill_w1200_h670;quality_80;format_webp/https:%2F%2Fmedia.zenfs.com%2Fen%2Fmarketbeat_955%2F44201abc471f96a6a8b5d0bf5687ce50,2026-06-27T11:00:00Z,"Key Points
<ul><li>Interested in SpaceX? Here are five stocks we like better.
</li><li>SpaceX IPO excitement faded quickly as AI sector volatility increased, and reports suggested OpenAI could dela… [+9517 chars]"
78,"{'id': None, 'name': 'Abertoatedemadrugada.com'}",Carlos Martins,EUA vão deixar de exigir pedal de travão em veículos totalmente autónomos,Os EUA propõem eliminar a obrigatoriedade dos pedais de travão em veículos totalmente autónomos.,https://abertoatedemadrugada.com/2026/06/eua-vao-deixar-de-exigir-pedal-de.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj_bE6f8-yIcJ5KaUwUcY4WYB5PD-BsRC4CkyvbAkrgpZT9WpwZ1aXFS7BtW0WpSBINqoncB3WaJqrCPVS0mqHRJ5VhD4b_DSnohLfl88hFdDR1coest5jEXGyMwK1dV1v6v0fOeZHZN_S39o7sedwFe3ZpoIHWyb14qTuETsIIvdmZ4tcSb-9tkm1KJk-F/w1200-h630-p-k-no-nu/cybercab.jpg,2026-06-27T11:00:00Z,"Os EUA propõem eliminar a obrigatoriedade dos pedais de travão em veículos totalmente autónomos.



A evolução dos veículos autónomos é muitas vezes abrandada pela legislação automóvel existente, mas… [+1685 chars]"
79,"{'id': None, 'name': 'Www.abc.es'}",(abc),Miquel Mont: «Trabajo de forma intuitiva. Responde a un deseo que no llego a verbalizar»,"Miquel Mont (Barcelona, 1963) viste de negro y blanco. Camina despacio entre algunas de las estructuras tridimensionales que realizó para la serie 'Realismo de Mercado' con el fin de comprobar que todo está en su sitio antes de que comience la presentación de…",https://www.abc.es/espana/castilla-leon/miquel-mont-trabajo-forma-intuitiva-responde-deseo-20260623124805-nt.html,https://s1.abcstatics.com/abc/www/multimedia/espana/2026/06/23/miquel-mont3-U16238125703amz-1200x630@diario_abc.jpg,2026-06-27T10:48:05Z,"Miquel Mont (Barcelona, 1963) viste de negro y blanco. Camina despacio entre algunas de las estructuras tridimensionales que realizó para la serie 'Realismo de Mercado' con el fin de comprobar que to… [+9590 chars]"
80,"{'id': 'fortune', 'name': 'Fortune'}",Jacqueline Munis,‘Don’t look at the résumé’: Elon Musk admits he’s ‘fallen prey’ to flashy credentials and says conversation matters most when hiring,The Tesla and SpaceX CEO said he prioritizes hiring candidates who have a “wow” factor.,https://fortune.com/article/elon-musk-hiring-advice-spacex-resume-micromanagement/,"https://fortune.com/img-assets/wp-content/uploads/2026/02/GettyImages-2217127913-e1770664209262.jpg?resize=1200,600",2026-06-27T10:44:13Z,"In the race for tech dominance, finding the right workers isnt so simple, says trilllionaire CEO Elon Musk. Musk is known for his micromanagement leadership style (which he has jokingly referred to a… [+4056 chars]"
81,"{'id': None, 'name': 'Bankier.pl'}",Redaktor Bankier.pl,"Chłodny prysznic dla Elona Muska, obawy o pęknięcie bańki AI i trudna do zduszenia inflacja","Na Wall Street nie słabną dyskusje o perspektywach inflacji i kolejnych krokach banków centralnych. Inwestorzy z uwagą śledzą jednak również rynkowe zawirowania wokół SpaceX, a eksperci coraz częściej kreślą negatywne scenariusze dla giełdowego boomu napędzan…",https://www.bankier.pl/wiadomosc/Chlodny-prysznic-dla-Elona-Muska-obawy-o-pekniecie-banki-AI-i-trudna-do-zduszenia-inflacja-9158881.html,https://galeria.bankier.pl/p/9/b/5d3f11816e7473-948-568-0-47-958-575.jpg,2026-06-27T10:22:59Z,"Na Wall Street nie sabn dyskusje o perspektywach inflacji i kolejnych krokach banków centralnych. Inwestorzy z uwag ledz jednak równie rynkowe zawirowania wokó SpaceX, a eksperci coraz czciej krel ne… [+6394 chars]"
82,"{'id': None, 'name': 'Huffingtonpost.es'}",Redacción HuffPost,Los chinos están tomando un camino diferente: están preparando baterías de aire que prometen 1.600 km de autonomía,"<![CDATA[<p>Los chinos se están pasando el juego del transporte eléctrico. Según informa Car and Driver, un elemento clave en el sector automovilístico es la tecnología de las baterías. Desde pilas de tofu hasta baterías de cemento, los experimentos continúan…",https://www.huffingtonpost.es/sociedad/los-chinos-tomando-camino-diferente-preparando-baterias-aire-prometen-1600-km-autonomia-f202606.html,https://img2.huffingtonpost.es/files/og_thumbnail/uploads/2025/11/11/alemania-europa-2023-persona-sosteniendo-una-bateria-de-litio.jpeg,2026-06-27T10:21:55Z,"Los chinos se están pasando el juego del transporte eléctrico. Según informa Car and Driver, un elemento clave en el sector automovilístico es la tecnología de las baterías. Desde pilas de tofu hasta… [+2076 chars]"
83,"{'id': None, 'name': 'Applenovinky.cz'}",AppleNovinky.cz | Nika Drunecká,Společnost Tata Electronics potvrdila kybernetický útok. Na dark webu se objevily interní dokumenty Appl,"Společnost Tata Electronics, jeden z nejvýznamnějších výrobních partnerů Applu v Indii, potvrdila, že se stala terčem kybernetického útoku. Incident vedl k úniku velkého množství interních dokumentů, které se následně objevily na dark webu. Podle agentury Reu…",https://applenovinky.cz/2026/06/spolecnost-tata-electronics-potvrdila-kyberneticky-utok-na-dark-webu-se-objevily-interni-dokumenty-appl/,https://static.applenovinky.cz/wp-content/uploads/2026/06/Indie-factory.jpg,2026-06-27T10:05:37Z,"Spolenost Tata Electronics, jeden z nejvýznamnjích výrobních partner Applu v Indii, potvrdila, e se stala terem kybernetického útoku. Incident vedl k úniku velkého mnoství interních dokument, které s… [+2089 chars]"
84,"{'id': None, 'name': 'Gagadget.com'}",gagadget.com,CATL открывает «магазин у дома»: теперь аккумуляторы можно купить без посредников и лишнего пафоса,"Мировой лидер рынка аккумуляторов CATL запускает собственный онлайн-магазин, чтобы продавать элементы напрямую малым интеграторам.",https://gagadget.com/ru/716388-catl-otkryivaet-magazin-u-doma-teper-akkumulyatoryi-mozhno-kupit-bez-posrednikov-i-lishnego-pafosa/,https://gagadget.com/media/cache/96/65/9665e07630ccacf53195b104ff16f8e1.webp,2026-06-27T10:00:55Z,", . 26 2026 CATLCATL Mall - , , . , .
 . , . CATL (Contemporary Amperex Technology Co. Limited) « », .
. , , . , Tesla . CATL Mall : .
 100 , 280 314 . 587 , . . . «» , .
 - CATL. : CATL
, . CAT… [+72 chars]"
85,"{'id': None, 'name': 'Sapo.pt'}",Pedro Simões,Model Y e o Model 3 regressam triunfalmente à Europa e a Tesla esmaga a concorrência,O cenário da Tesla na Europa não tem sido positivo. A empresa de Elon Musk tem caído nas vendas e está cada vez menos no radar das escolhas dos consumidores. Maio parece ter quebrado...,https://pplware.sapo.pt/motores/model-y-e-o-model-3-regressam-triunfalmente-a-europa-e-a-tesla-esmaga-a-concorrencia/,https://pplware.sapo.pt/wp-content/uploads/2026/06/EMEA_T4B_Main_Hero_Desktop_428.jpg,2026-06-27T10:00:17Z,O cenário da Tesla na Europa não tem sido positivo. A empresa de Elon Musk tem caído nas vendas e está cada vez menos no radar das escolhas dos consumidores. Maio parece ter quebrado essa tendência e… [+2261 chars]
86,"{'id': 'business-insider', 'name': 'Business Insider'}",Theron Mohamed,4 iconic American CEOs are on the way out. Meet the nuts-and-bolts leaders taking their place.,"Warren Buffett, Tim Cook, Bob Iger, and Doug McMillon are making way for nuts-and-bolts leaders, but success will require more than an eye for detail.",https://www.businessinsider.com/nuts-bolts-ceo-buffett-cook-iger-apple-disney-management-leadership-2026-5#article,https://i.insider.com/6a2b1b0e50aa6577af871a31?width=1200&format=jpeg,2026-06-27T09:43:01Z,"From left: Greg Abel, John Ternus, John Furner, and Josh D'Amaro.Getty Images
<ul><li>Warren Buffett, Tim Cook, Bob Iger, and Doug McMillon are making way for a new crop of CEOs.</li><li>The new bos… [+8521 chars]"
87,"{'id': None, 'name': 'Lifehacker.ru'}",Макс Вильтовский,"Илон Маск намекнул, что Neuralink готовится к тестам «телепатии» между людьми","В 2025 году Wired писало, что Neuralink пыталась зарегистрировать товарные знаки Telepathy («Телепатия») и Telekinesis («Телекинез»).",https://lifehacker.ru/mask-prtestiruet-telepatiyu-mezhdu-lyudmi/,https://cdn.lifehacker.ru/wp-content/uploads/2026/06/BetterImage_1782552130113_1782552151.jpeg,2026-06-27T09:33:31Z,"Neuralink . ,   , . ,     .
 N1  .   , .   . «»  .
: Neuralink
    .  2025 Wired , Neuralink Telepathy («»)  Telekinesis («»), , .
 ,   . Tesla  X, « » ,   . , ,  Neuralink «,   ».
Neuralink   2… [+33 chars]"
88,"{'id': None, 'name': 'Jalopnik'}",staff@jalopnik.com (Kiran Menon),How Does Rivian's Warranty Compare To Tesla's?,"Tesla and Rivian offer very similar limited warranties. However, Rivian offers a 1-year adjustment warranty, while Tesla offers a longer corrosion warranty.",https://www.jalopnik.com/2199125/rivians-warranty-compare-to-teslas-warranty/,https://www.jalopnik.com/img/gallery/how-does-rivians-warranty-compare-to-teslas/l-intro-1782149346.jpg,2026-06-27T09:25:00Z,"Tesla and Rivian offer broadly similar warranties for their battery packs and drivetrain units, with both guaranteeing a minimum battery capacity of 70% during the warranty period. On the duration fr… [+1565 chars]"
89,"{'id': None, 'name': 'Atlantico.fr'}",Jean-Sébastien Ferjou,Des vélos électriques aux Tesla : ce qui se passe vraiment dans les batteries quand le thermomètre explose,"Trottinettes, vélos électriques, petites citadines ou grosses berlines : tous ces véhicules partagent le même cœur, la batterie au lithium. En plein été, alors que nous cherchons l’ombre, ces réservoirs d’énergie subissent de plein fouet la chaleur. Entre pro…",https://atlantico.fr/article/decryptage/batteries-lithium-chaleur-voitures-velos-trottinettes-Tesla-canicule-Jean-Sebastien-Ferjou,https://atlantico.codexcdn.net/assets/asEVjvP6ZRRuHvnOL.jpg?width=1600&height=900&quality=75,2026-06-27T09:07:00Z,"Trottinettes, vélos électriques, petites citadines ou grosses berlines : tous ces véhicules partagent le même cur, la batterie au lithium. En plein été, alors que nous cherchons lombre, ces réservoir… [+209 chars]"
90,"{'id': 'techradar', 'name': 'TechRadar'}",Efosa Udinmwen,Octopus Energy just announced 30kWh home batteries to compete with Tesla Powerwall — but they won't go on sale till 2027,Octopus launches plug-in and wall-mounted batteries reaching 30kWh capacities across five European countries in 2027.,https://www.techradar.com/pro/octopus-energy-just-announced-30kwh-home-batteries-to-compete-with-tesla-powerwall-but-they-wont-go-on-sale-till-2027,https://cdn.mos.cms.futurecdn.net/sJTQgp9RB5sQQLPHB72cG4-1920-80.jpg,2026-06-27T09:00:00Z,"<ul><li>Octopus enters the home battery market with two distinct systems — Nook Cube and Nook Colossus</li><li>Renters receive the Nook Cube, a plug-in battery requiring no installation work</li><li>… [+3316 chars]"
91,"{'id': None, 'name': 'Ozbargain.com.au'}",SolarEdge Australia,SolarEdge StorEdge + LG Chem Resu H / Tesla Powerwall 1 Trade-up Program (Australia),SolarEdge has introduced a Trade-Up Program for eligible customers with older SolarEdge StorEdge Hybrid Inverters paired with LG Chem RESU H (High Voltage) or Tesla Powerwall 1 (PW1) batteries. The …,https://www.ozbargain.com.au/node/965376,https://www.ozbargain.com.au/themes/ozbargain/logo-square.png,2026-06-27T08:47:42Z,"SolarEdge has introduced a Trade-Up Program for eligible customers with older SolarEdge StorEdge Hybrid Inverters paired with LG Chem RESU H (High Voltage) or Tesla Powerwall 1 (PW1) batteries.
The … [+2884 chars]"
92,"{'id': None, 'name': 'Yenicaggazetesi.com'}",Yeniçağ Gazetesi,Petrol devi ezber bozdu: Elektrikli otomobilde yeni çağı o şirket başlattı… Elektrikli arabası Tesla ve BYD’ye rakip oldu,"Petrol devi Shell, elektrikli otomobil dünyasında dengeleri değiştirecek yeni konsept aracı Triple 10 modelini duyurdu. 10 dakikadan kısa şarj süresi ve yüksek verimlilik vadeden elektrikli otomobil, 1 kWsa enerjiyle 10 km yol kat etme ve düşük karbon ayak iz…",https://www.yenicaggazetesi.com/petrol-devi-ezber-bozdu-elektrikli-otomobilde-yeni-cagi-o-sirket-baslatti-elektrikli-arabasi-tesla-ve-bydye-rakip-oldu-1045094h.htm,https://img.yenicaggazetesi.com/rcman/Cw1280h720q95gc/storage/files/images/2026/06/27/petrol-devi-ezber-bozdu-elektrikli-otomobilde-yeni-cagi-o-sirket-baslatti-elektrikli-arabasi-tesla-ve-bydye-rakip-oldu-nf05.jpg,2026-06-27T08:09:07Z,"Geleneksel enerji sektörünün küresel devlerinden Shell, elektrikli otomobil pazarına yönelik stratejik hamlesiyle dikkatleri üzerine çekti. Şirketin resmi olarak duyurduğu yeni elektrikli araba konse… [+3236 chars]"
93,"{'id': None, 'name': 'Noticiasautomotivas.com.br'}",Eber do Carmo,Novo Hyundai Elantra cresce e muda de cara para sair do comum; desenho com para-lamas estilo Lamborghini Urus vira destaque,"Difícil reconhecer o sedã compacto da Hyundai nesta nova fase, porque a oitava geração troca a discrição por presença visual forte e cabine muito mais digital.",https://www.noticiasautomotivas.com.br/novo-hyundai-elantra-cresce-e-muda-de-cara-para-sair-do-comum-desenho-com-para-lamas-estilo-lamborghini-urus-vira-destaque/,https://images.noticiasautomotivas.com.br/img/f/2026/06/novo-hyundai-elantra-avante-1.jpg,2026-06-27T08:00:47Z,"Novo Hyundai Elantra Avante 1
Difícil reconhecer o sedã compacto da Hyundai nesta nova fase, porque a oitava geração troca a discrição por presença visual forte e cabine muito mais digital.
Chamado… [+4175 chars]"
94,"{'id': 'fox-news', 'name': 'Fox News'}",,2028 hopeful fires back at Elon Musk after trillionaire threatened lawsuit: 'Not going to be silenced',Rep. Ro Khanna says he won't be intimidated by Elon Musk's threat to sue him over claims that USAID cuts possibly led to millions of children's deaths.,https://www.foxnews.com/politics/2028-hopeful-fires-back-elon-musk-after-trillionaire-threatens-lawsuit,https://static.foxnews.com/foxnews.com/content/uploads/2026/06/ro-khanna-and-elon-musk.jpeg,2026-06-27T08:00:11Z,"Rep. Ro Khanna, D-Calif., brushed aside threats of legal action from Elon Musk, the trillionaire founder of SpaceX and Tesla, on Thursday.
""This is what he does,"" Khanna told Fox News Digital outsid… [+2606 chars]"
95,"{'id': 'fortune', 'name': 'Fortune'}",Shawn Tully,Big Short legend Steve Eisman says everyone is buying the wrong AI stocks,Eisman famously called the housing bubble. Now he sees investors miscalculating the AI trade.,https://fortune.com/2026/06/27/big-short-hero-steve-eisman-spacex-ai-investing-what-to-buy-now/,"https://fortune.com/img-assets/wp-content/uploads/2026/06/GettyImages-1185017282.jpg?resize=1200,600",2026-06-27T08:00:00Z,Steve Eisman has a simple way to explain why SpaceX is the most absurd stock in America: its revenues are roughly equal to those of the company that makes Froot Loops. The difference? Nobody is valui… [+6070 chars]
96,"{'id': None, 'name': 'Chip.com.tr'}",Levent Öztürk,"Tesla için rüzgar tersine döndü, Avrupa satışları uçuşa geçti","Elon Musk'ın siyaset sahnesindeki radikal söylemleri nedeniyle son iki yıldır ciddi bir satış kan kaybı yaşayan ve liderliğini kaptırma riskiyle yüzleşen Tesla, imaj krizini geride bıraktı. Avrupa'daki yeni araç kayıtları, teşviklerin de etkisiyle geçen yıla …",https://www.chip.com.tr/guncel/tesla-icin-ruzgar-tersine-dondu-avrupa-satislari-ucusa-gecti_181399.html,https://img.chip.com.tr/rcman/Cw1280h720q95gm/storage/files/images/2026/06/26/yeni-arac-kayitlarinda-yuzde-elli-yedi-artis-akaryakit-maliyetleri-ve-sifir-emisyon-tesvikleri-vk5b.jpg,2026-06-27T07:41:03Z,"Almanya'daki Gigafactory tesislerinde üretim kapasitesini artırmak isteyen Tesla, büyük bir istihdam hamlesi başlattı. Şirket, ekim ayı itibarıyla haftalık araç üretimini 7 bin 500 seviyesine çıkarma… [+2642 chars]"
97,"{'id': None, 'name': 'Vida Extra'}",Alberto Martín,Nos colaron un detalle nostálgico en Los Cuatro Fantásticos: Primeros Pasos que homenajeó a las figuras más grandes de la historia de Marvel,"El Universo Cinematográfico Marvel se ha convertido en un monstruo incomensurable lleno de conexiones, guiños y referencias. Los cameos de Stan Lee eran algo muy querido por los fans y su fallecimiento nos ha privado de su presencia tanto en el mundo real com…",https://www.vidaextra.com/cine/nos-colaron-detalle-nostalgico-cuatro-fantasticos-primeros-pasos-que-homenajeo-a-figuras-grandes-historia-marvel,https://i.blogs.es/c607b1/fantasticos/840_560.jpeg,2026-06-27T07:00:12Z,"El Universo Cinematográfico Marvel se ha convertido en un monstruo incomensurable lleno de conexiones, guiños y referencias. Los cameos de Stan Lee eran algo muy querido por los fans y su fallecimien… [+2077 chars]"
